"id","event_id","lang","title","teaser","content"
108,54,en,meeting,meeting,<p>meeting</p>
109,55,ru,"Выставка «Уничтоженные, но не забытые… Из истории еврейских театров в СССР». ","Выставка «Уничтоженные, но не забытые… Из истории еврейских театров в СССР». ","<p>Документы из фондов Еврейского музея и центра толерантности и РГБИ. К Международной конференции РГБИ &laquo;Михоэлсовские чтения&raquo;.</p>
<p>Экспозиция раскрывает трагическую страницу истории Московского ГОСЕТа и других государственных еврейских театров.&nbsp; На выставке впервые будут представлены редкие фотографии,&nbsp; газетные статьи, театральные программы, книги и другие документы из фондов&nbsp; РГБИ и Еврейского&nbsp; музея и центра толерантности. Объединение коллекции частного музея и государственной библиотеки позволило глубже исследовать тему национального театра в контексте многонациональной культуры.</p>"
110,55,en,exibition,exibition,<p>exbition</p>
111,56,ru,Выездная выставка «Театры Москвы в начале ХХ века»,Выставка «Театры Москвы в начале ХХ века» в Екатеринбургском театральном институте. Экспозицию составляют редкие театральные открытки из фонда Центра визуальной информации РГБИ.,"<p>Почтовые карточки, наравне с афишами и плакатами, в самом конце XX века стали выполнять рекламные функции. До сих пор театральная открытка прошлых лет с изображениями известных артистов в гриме, сцен из спектаклей, театральных зданий является своеобразной &laquo;визитной карточкой&raquo; времени, важным документом, помогающим изучать историю театра, творчество выдающихся представителей театрального искусства. Такие открытки активно используются в учебном процессе театральными вузами &ndash; при подготовке сценографов, специалистов по костюму, театроведов и культурологов.</p>"
112,56,en,exibition,exibition,<p>exibition in Yekaterinburg</p>
113,57,ru,Камерный концерт классической музыки  из цикла «Вечера на Дмитровке»,В Голубом зале РГБИ состоится вокально-инструментальный концерт из цикла «Голоса молодых». ,"<p>Ассистенты-стажеры Московской государственной консерватории им. П.И. Чайковского из КНР Ян Мао (сопрано) и Гуань Суань (баритон) исполнят арии из классических опер, русские романсы и китайские народные песни.</p>"
114,57,en,consert,consert,<p>consert</p>
115,58,ru,Встреча с директором библиотеки Института Сервантеса в Москве Сесилией Гандарас Перес в рамках выставки «Возвращение Рыцаря печального образа»,"О русско-испанских литературных связях: проблемах преемственности, типологии и рецепции – пойдет речь на встрече с директором библиотеки Института Сервантеса в Москве Сесилией Гандарас Перес.","<p>Роман Сервантеса, поразивший читателей, не только стал явлением в литературе, но и послужил поводом к созданию многих произведений. Уже 400 лет писатели ведут диалог или спор с Сервантесом.</p>
<p>&nbsp;Дон Кихот давно стал одним из &laquo;вечных образов&raquo;, зажил &laquo;самостоятельной&raquo; жизнью.</p>
<p>Дон Кихот &mdash; герой комедии Г. Филдинга &laquo;Дон Кихот в Англии&raquo; (1734); черты донкихотства есть в характере мистера Пиквика из &laquo;Записок Пиквикского клуба&raquo; (1836) Ч. Диккенса, в герое книги А. Доде &laquo;Тартарен из Тараскона&raquo; (1872). &laquo;Дон Кихотом в юбке&raquo; называют героиню романа Г. Флобера &laquo;Госпожа Бовари&raquo; (1856). Без него не написал бы своего &laquo;Дон Кихота&raquo; &mdash; князя Мышкина из &laquo;Идиота&raquo; Ф. Достоевский. Есть черты знаменитого рыцаря в образах Мастера и Иешуа из булгаковского романа &laquo;Мастер и Маргарита.</p>"
116,58,en,meeting,meeting,<p>meeting</p>
117,59,ru,Год кино в РГБИ. Короткометражный фильм  «Трио»,"В рамках года кино в РГБИ : представление короткометражного фильма ""Трио"" - дебютной работы режиссера Ивана Иванова с участием авторов и актеров.","<p>Представление короткометражного фильма ""Трио"" - дебютной работы режиссера Ивана Иванова с участием авторов и актеров.</p>
<p>Режиссер и продюсер: Иван Иванов</p>"
118,59,en,Film,Film,<p>Film</p>
119,60,ru,Книжно-иллюстративные выставки из цикла «Юбилеи года» в январе,"Отдел Абонемента РГБИ проводит в январе выставки посвященные юбилеям: Архипа Ивановича Куинджи (1841-1910), Вольфганга Амадея Моцарта (1756-1791), Михаила Евграфовича Салтыкова-Щедрина (1826-1889)..","<p>Отдел Абонемента РГБИ проводит в октябре следующие выставки, посвященные :</p>
<ul>
<li>
<p>175- летию со дня рождения знаменитого русского художника Архипа Ивановича Куинджи (1841-1910).</p>
</li>
<li>
<p>&nbsp;260 -летию со дня рождения величайшего композитора Вольфганга Амадея Моцарта (1756-1791)</p>
</li>
<li>190- летию со дня рождения русского писателя-сатирика, публициста и литературного критика Михаила Евграфовича Салтыкова-Щедрина (1826-1889).</li>
</ul>"
120,60,en,exibition,exibition,<p>exibition</p>
121,61,ru,"Заседание клуба ""Книга художника""","Заседание клуба ""Книга художника"".  Тема: Книги -посвящения футуристам и супрематистам.","<p>Будут обсуждаться доклады художников: Натальи Гулай, Виктора Гоппе и Виктора Лукина.</p>"
122,61,en,club meeting,club meeting,<p>club meeting</p>
123,62,ru,Выставка «Звезды мировой оперной сцены»,"Совместная выставка с Королевской консерваторией Шотландии (Глазго). В экспозиции  представлены фотографии выдающихся оперных артистов ХХ столетия, редкие издания из фонда библиотеки.","<p>Совместная выставка с Королевской консерваторией Шотландии (Глазго). В экспозиции &nbsp;представлены фотографии выдающихся оперных артистов ХХ столетия, редкие издания из фонда библиотеки. Из них особенного внимания заслуживают книги: Les Beaute`s de L`OPERA. &ndash; Paris, 1845 (из библиотеки владельца Частной оперы С.И. Зимина), Итальянская опера в Санкт-Петербурге. &ndash; СПб., 2013.&nbsp; Впервые&nbsp; экспонируются журналы: L`AVANT SCE`NE OPERA (Paris, 1976-2015), каждый номер которого посвящен одной опере или композитору, OPERA (London, 1951-2015)&nbsp; и OPERA (Paris, 1904-1906, 1969-2015).</p>"
124,62,en,exibition,exibition,<p>exibition</p>
125,63,ru,Киновечер  в рамках Года кино,Киновечер «Фильм-дебют “Трио”» в рамках Года кино,"<p>Представление короткометражного фильма ""Трио"" - дебютной работы режиссера Ивана Иванова с участием известных актеров Евгении Ураловой и Алексея Крыченкова, которые снимались в этой картине.</p>"
126,63,en,meeting,meeting,<p>meeting</p>
127,64,ru,Концерт «Шедевры оперной классики»,Концерт известных оперных певцов состоится в рамках выставки «Звезды мировой оперной сцены». ,"<p>Концерт известных оперных певцов состоится в рамках выставки &laquo;Звезды мировой оперной сцены&raquo;. Прозвучат арии из &nbsp;самых популярных опер &laquo;Волшебная флейта&raquo; В.-А. Моцарта, &laquo;Травиата&raquo; Дж. Верди, &laquo;Кармен&raquo; Ж. Бизе, &laquo;Богема&raquo; и &laquo;Тоска&raquo; Д. Пуччини.</p>"
128,64,en,consert,consert,<p>consert</p>
129,65,ru,Театральная встреча «Редкая профессия – художник-бутафор»,Встреча с работником бутафорского отдела Московского академического Музыкального театра им. К. С. Станиславского и В. И. Немировича-Данченко Роттэ Юттой Владимировной из цикла «Скрытые профессии».,"<p>Встреча с работником бутафорского отдела Московского академического Музыкального театра им. К. С. Станиславского и В. И. Немировича-Данченко Роттэ Юттой Владимировной из цикла &laquo;Скрытые профессии&raquo;. В театре предметы бутафории помогают создать особую атмосферу спектакля, выстроить мизансцены.</p>"
130,65,en,meeting,meeting,<p>meeting</p>
131,66,ru,Концерт из цикла «Молодые исполнители»,Концерт камерной музыки в исполнении молодых артистов - лауреатов международных музыкальных конкурсов «Мелодий россыпь золотая» ,"<p>Концерт камерной музыки в исполнении молодых артистов - лауреатов международных музыкальных конкурсов.&nbsp; Программа концерта посвящена &nbsp;великим композиторам, чье творчество повлияло не только на современную музыку, но и на искусство&nbsp; ХХ в. в целом. В первую очередь это К. Дебюсси, Б. Барток, Дж. Кейдж.</p>"
132,66,en,concert,concert,<p>concert</p>
133,67,ru,Передвижная выставка «По обе стороны войны»,"Выставка документов, посвященных событиям Первой  мировой войны 1914-1917 гг., в Русском Доме Россотрудничества в Сербии (г. Белград). ","<p>Выставка документов, посвященных событиям Первой &nbsp;мировой войны 1914-1917 гг., в Русском Доме Россотрудничества в Сербии (г. Белград). Экспозицию составляют &nbsp;уникальные материалы из фондов библиотеки: подлинные письма участников военных событий, коллекции фронтовых фотографий, русские и зарубежные открытки, материалы журналов &laquo;Аргус&raquo;, &laquo;Солнце России&raquo; и &laquo;Нива&raquo;. Подобная выставка с большим успехом прошла в Русском центре науки и культуры Любляны (Словения, 2014) и в Российском культурном центре в Будапеште (Венгрия, 2015).</p>"
134,67,en,exibition in Serbia,exibition in Serbia,<p>exibition in Serbia</p>
135,68,ru,"Выездная выставка ""Образы русских гусар""",Совместный культурно-просветительский проект РГБИ и Музыкального кадетского корпуса при Московском государственном институте культуры (МГИК). ,<p>Совместный культурно-просветительский проект РГБИ и Музыкального кадетского корпуса при Московском государственном институте культуры (МГИК). Открытие выставки приурочено к Дню защитника Отечества. В рамках выставки для учащихся РГБИ организует&nbsp; лекцию &laquo;Военный костюм в творчестве придворного художника К.К. Пиратского (1813-1871)&raquo;&nbsp; известного писателя и автора научно-популярных изданий по военной истории О.Г. Леонова</p>
136,68,en,exibition,exibition,<p>exibition</p>
137,69,ru,Встреча «Анимация для всей семьи» дискуссионного киноклуба «Ракурс» ,"В программе: вводная беседа специалиста РГБИ, куратора клуба Головиной Т.В.; семейный просмотр  и обсуждение анимационного фильма «Ходячий замок Хаула» (2004). ","<p>В программе: вводная беседа специалиста РГБИ, куратора клуба Головиной Т.В.; семейный просмотр&nbsp; и обсуждение анимационного фильма &laquo;Ходячий замок Хаула&raquo; (2004). Автору - &nbsp;легенде мировой анимации, японскому режиссеру Хаяо Миядзаки в январе 2016г. исполнилось 75 лет. Верный себе и своему стилю, Миядзаки за 50 лет работы выпустил множество признанных во всем мире шедевров анимации.</p>"
138,69,en,meeting,meeting,<p>Club meeting</p>
139,70,ru,Киновстреча из цикла «Площадка мастерства» в рамках Года кино,Киновстреча «Профессия – второй режиссер в кино» из цикла «Площадка мастерства» в рамках Года кино,"<p>Встреча с кинорежиссером, читателем РГБИ &nbsp;Дмитрием Григорьевичем Метелицей состоится в день открытия новой экспозиции Музея читателя &nbsp;&laquo;Кино начинается в библиотеке&raquo;. Д. Г.Метелица расскажет о режиссерском цехе и об особенностях своей профессии, о роли библиотеки в создании фильма.</p>"
140,70,en,meeting,meeting,<p>meeting</p>
141,71,ru,Встреча клуба «Книга художника»,В программе встречи клуба «Книга художника»: опыт работы с аутистами и другими «особыми» людьми через Книгу художника; представление проектов молодых художников. ,"<p>В программе встречи клуба &laquo;Книга художника&raquo;: опыт работы с аутистами и другими &laquo;особыми&raquo; людьми через Книгу художника; представление проектов молодых художников. С сообщениями &nbsp;выступят: Вероника Павленко (российский художник по текстилю, педагог, куратор, галерист), Тимофей Яржомбек (художник-иллюстратор, состоит в содружестве иллюстраторов &laquo;Цех&raquo;), Михаил Орлов (выпускник МАРХИ, работает в разных жанрах: объект, книга художника).</p>"
142,71,en,club meeting,club meeting,<p>club meeting</p>
143,72,ru,Открытая лекция «Из истории рисунка. Рисунок эпохи Возрождения»,Лектор – научный  сотрудник  Государственной Третьяковской галереи Половцева Юлия Николаевна расскажет о становлении рисунка как самостоятельного жанра изобразительного искусства.,"<p>Лектор &ndash; научный&nbsp; сотрудник&nbsp; Государственной Третьяковской галереи Половцева Юлия Николаевна расскажет о становлении рисунка как самостоятельного жанра изобразительного искусства, о&nbsp; рисунке в творчестве&nbsp; великих итальянских художников Рафаэля, Микеланджело и др.</p>"
144,72,en,lecture,lecture,<p>lecture</p>
145,73,ru,Презентация новой экспозиции «Кино начинается в библиотеке»,Новая экспозиция «Кино начинается в библиотеке» отражает  роль РГБИ как активного творческого соавтора  деятелей  кино.,"<p>Новая экспозиция &laquo;Кино начинается в библиотеке&raquo; отражает &nbsp;роль РГБИ как активного творческого соавтора&nbsp; деятелей&nbsp; кино. Уникальные документы наряду с книгами, статьями из журналов, газетными рецензиями, фотографиями со съемочных площадок являются главными экспонатами выставки. Программа презентации включает выступления известных кинорежиссеров, актеров, кинокритиков.</p>"
146,73,en,exibition,exibition,<p>exibition</p>
147,74,ru,Книжно-иллюстративные выставки из цикла «Юбилеи года» в феврале,"Отдел Абонемента РГБИ проводит в январе выставки посвященные юбилеям: Анны Павловой (1881-1931), Петра Петровича Кончаловского (1876-1956), Пьера-Огюста Ренуара (1841-1919), ","<p>Отдел Абонемента РГБИ проводит в октябре следующие выставки, посвященные :</p>
<ul>
<li>
<p>135- летию &nbsp;со дня рождения &nbsp;Анны Павловой (1881-1931).</p>
</li>
<li>
<p>&nbsp;140- летию со дня рождения русского художника Петра Петровича Кончаловского (1876-1956).</p>
</li>
<li>175- летию со дня рождения знаменитого французского художника Пьера-Огюста Ренуара (1841-1919).</li>
</ul>"
148,74,en,book exibition,book exibition,<p>book exibition</p>
149,75,ru,Библиотечная премьера книги «Нелли Фомина. Костюмы к фильмам Андрея Тарковского»,"Представление  книги «Нэлли Фомина. Костюмы к фильмам Андрея Тарковского» и творческая встреча с заслуженным работником культуры, художником по костюмам киностудии «Мосфильм» Нэлли Фоминой. ","<p>Представление &nbsp;книги &laquo;Нэлли Фомина. Костюмы к фильмам Андрея Тарковского&raquo; и творческая встреча с заслуженным работником культуры, художником по костюмам киностудии &laquo;Мосфильм&raquo; Нэлли Фоминой. Работа над книгой&nbsp; продолжалась почти три года. Материалы из архива &laquo;Мосфильма&raquo;, из личных архивов, а также воспоминания Н.Е. Фоминой и других&nbsp; кинематографистов составили масштабное издание в 1286 страниц, написанное на русском и английском языке.</p>"
150,75,en,meeting,meeting,<p>meeting</p>
151,76,ru,Выставка «Я прошлое в доме моем берегу». Творческая династия Ешановых–Неслуховских,"Выставка из цикла «Династии» отразит историю творческой семьи Ешановых–Неслуховских, из которой вышли талантливые художники, педагоги, поэты, искусствоведы, архитекторы, ученые. ","<p>Выставка из цикла &laquo;Династии&raquo; отразит историю творческой семьи Ешановых&ndash;Неслуховских, из которой вышли талантливые художники, педагоги, поэты, искусствоведы, архитекторы, ученые.</p>
<p>В экспозицию войдут фотоработы театрального режиссера, драматурга, фотожурналиста, автора телевизионных программ Александра Ешанова из серии ""Коллекция личностей"", а также живопись и авторские куклы его дочери дизайнера и художника Веры Ешановой, эскизы, этюды, фотографии Надежды Неслуховской-Савиновой. Слайд-шоу о творческой семье сопровождает выставку в режиме нон-стоп</p>"
152,76,en,exibition,exibition,<p>exibition</p>
153,77,ru,Выездная выставка «Церкви России»,"Выставка познакомит читателей, сотрудников  ГПНТБ и жителей Москвы с богатейшими фондами изобразительных материалов Российской государственной библиотеки искусств, посвященным древним монастырям, храмам и часовням. ","<p>Выставка познакомит читателей, сотрудников &nbsp;ГПНТБ и жителей Москвы с богатейшими фондами изобразительных материалов Российской государственной библиотеки искусств, посвященным древним монастырям, храмам и часовням. Среди них&nbsp; и изображения церквей, сохранившихся в первоначальном виде, и перестроенных, и тех, которые не сохранились. Представленные в экспозиции копии литографий из многотомного альбома &laquo;Русская старина в памятниках церковного и гражданского зодчества&raquo;, выпущенного в 1848-60 годах историком, археологом и архитектором А.А. Мартыновым, и из других редких изданий XIX века.</p>"
154,77,en,exibition in The Russian National Public Library for Science and Technology,exibition in The Russian National Public Library for Science and Technology,<p>exibition in The Russian National Public Library for Science and Technology</p>
155,78,ru,Презентация альбома для незрячих и слабовидящих «Дядя Ваня»,"Создание многоформатного альбома «Дядя Ваня» для незрячих и слабовидящих к спектаклю театра «У Никитских ворот» с тифлокомментариями – итог  совместной деятельности двух специальных библиотек  - Российской государственной библиотеки искусств, Государственной библиотеки для слепых и слабовидящих  г. Санкт-Петербурга и Театра ""У Никитских ворот"".","<p>Создание многоформатного альбома &laquo;Дядя Ваня&raquo; для незрячих и слабовидящих к спектаклю театра &laquo;У Никитских ворот&raquo; с тифлокомментариями &ndash; итог&nbsp; совместной деятельности двух специальных библиотек&nbsp; - Российской государственной библиотеки искусств, Государственной библиотеки для слепых и слабовидящих&nbsp; г. Санкт-Петербурга и Театра ""У Никитских ворот"".</p>
<p>Многоформатное издание посвящено спектаклю московского Театра ""У Никитских ворот"" &laquo;Дядя Ваня&raquo; по пьесе А.П. Чехова.</p>
<p>Альбом представляют главный режиссер Марк Григорьевич Розовский, актеры&nbsp; театра ""У Никитских ворот"", специалисты РГБИ и Государственной библиотеки для слепых и слабовидящих&nbsp; г. Санкт-Петербурга. </p>"
156,78,en,presentation,presentation,<p>presentation</p>
157,79,ru,Выездная выставка «Костюм – душа народа. Графика XVIII-XIX вв. из фондов РГБИ»,"Выставка «Костюм – душа народа. Графика XVIII-XIX вв. из фондов РГБИ» представляет часть коллекции гравюр, литографий и акварелей русских и иностранных художников XVIII-XX веков, по праву являющейся гордостью библиотеки.","<p>Выставка&nbsp;&laquo;Костюм &ndash; душа народа. Графика XVIII-XIX вв. из фондов РГБИ&raquo; представляет часть коллекции гравюр, литографий и акварелей русских и иностранных художников XVIII-XX веков, по праву являющейся гордостью библиотеки. Произведения мастеров, изображавших костюмы и картины быта, демонстрируют широкий диапазон взглядов и мастерства художников разных эпох на национальный костюм многочисленных народов, населявших Российскую империю.</p>"
158,79,en,exibition,exibition,<p>exibition</p>
159,80,ru,Кино-суббота дискуссионного клуба «Ракурс»,"Кинопоказ. «Возвращение» (2003) — художественный кинофильм, первая режиссёрская работа Андрея Звягинцева.","<p>Кинопоказ. &laquo;Возвращение&raquo; (2003) &mdash; художественный кинофильм, первая режиссёрская работа Андрея Звягинцева. В программе: вводная беседа специалиста РГБИ, куратора клуба Головиной Т.В.; просмотр&nbsp; и обсуждение фильма.</p>"
160,80,en,club meeting,club meeting,<p>club meeting</p>
161,81,ru,Лекция-презентация «Космос в коллекции живописи и графики Музея космонавтики»,Лекция-презентация «Космос в коллекции живописи и графики Музея космонавтики» Лектор: заведующая отделом научно-просветительской и методической работы Мемориального музея космонавтики Ю.В. Костина,"<p>Лекция-презентация &laquo;Космос в коллекции живописи и графики Музея космонавтики&raquo;</p>
<p>Лектор: заведующая отделом научно-просветительской и методической работы Мемориального музея космонавтики Ю.В. Костина</p>
<p>Коллекция живописи Музея космонавтики насчитывает 300 ед. хранения. Почетное место в музейном собрании занимают место работы легендарных летчиков-космонавтов А. Леонова и В. Джанибекова. Гордостью коллекции являются работы Б. Смирнова-Русецкого, А. Сардана, П. Фатеева, С. Шиголева _ членов московской художественной группы</p>"
162,81,en,lecture,lecture,<p>lecture</p>
163,82,ru,Публичная лекция «Образы Крыма в художественной памяти России»,"Лекция о хранящихся в РГБИ изобразительных материалах (фотографиях, открытках, гравюрах, рисунках), являющихся визуальными источниками по истории Крыма.","<p>Лекция о хранящихся в РГБИ изобразительных материалах (фотографиях, открытках, гравюрах, рисунках), являющихся визуальными источниками по истории Крыма.</p>
<p>Лектор - Мордкович Татьяна Аркадьевна, главный библиограф РГБИ</p>"
164,82,en,lecture,lecture,<p>lecture</p>
165,83,ru,Встреча с заслуженным артистом РФ И.Я. Золотовицким,"Творческая встреча с заслуженным артистом РФ, ректором Школы-студии МХАТ Игорем Золотовицким.","<p>Творческая встреча с заслуженным артистом РФ, ректором Школы-студии МХАТ Игорем Золотовицким</p>"
166,83,en,meeting,meeting,<p>meeting</p>
167,84,ru,Концерт «Трио Ренессанс» из цикла «Вечера на Дмитровке»,"В концерте прозвучат лирические произведения П.И. Чайковского, К. Сен-Санса, М. Бруха и Ф. Шуберта.","<p>В концерте прозвучат лирические произведения П.И. Чайковского, К. Сен-Санса, М. Бруха и Ф. Шуберта.</p>
<p>Исполнители:</p>
<p>солисты оркестра Государственного академического Большого театра: </p>
<p>Наталия Сорокина (скрипка),</p>
<p>Екатерина Весёлая (виолончель);</p>
<p>лауреат международных конкурсов Марина Агафонникова (фортепиано)</p>"
168,84,en,consert,consert,<p>consert</p>
169,85,ru,Встреча с директором  Российской государственной библиотеки для слепых Елфимовой Т.Н,Профессиональная встреча с директором  Российской государственной библиотеки для слепых Елфимовой Татьяной Николаевной.,"<p>Профессиональная встреча с директором&nbsp; Российской государственной библиотеки для слепых Елфимовой Татьяной Николаевной.</p>
<p>Тема посвящена вопросам обеспечения для слепых и слабовидящих доступа к информации и вовлечения в культурную жизнь общества.</p>"
170,85,en,meeting,meeting,<p>meeting</p>
171,86,ru,Концерт авторской песни Александра Венгерова,В программе прозвучат песни Александра Венгерова на стихи известных поэтов.,"<p>В программе прозвучат песни Александра Венгерова на стихи известных поэтов.</p>
<p>А. Венгеров родился в 1945 году в семье коренных москвичей. Окончил МАИ и большую часть жизни работал в НИИ Радиосвязи, защитил диссертацию.&nbsp;</p>
<p>Великие поэты Баратынский, Вяземский, Бродский, Мандельштам, Рильке вдохновляют его на создании циклов песен, с которыми он выступает соло и с детскими коллективами в передачах на радио</p>"
172,86,en,consert,consert,<p>consert</p>
173,87,ru,Выездная выставка «Театры Москвы в начале XX века». Открытка в фонде РГБИ,Выставка «Театры Москвы в начале XX века» составлена из цифровых копий уникальных театральных открыток фонда комплексного отдела иконографических материалов РГБИ.,"<p>Выставка &laquo;Театры Москвы в начале XX века&raquo;<strong> </strong>составлена из<strong> </strong>цифровых копий<strong> </strong>уникальных театральных открыток фонда комплексного отдела иконографических материалов РГБИ.</p>
<p>В экспозицию вошли фотооткрытки, запечатлевшие выдающихся русских актеров в ролях и в жизни; видовые открытки с изображениями Императорских Большого и Малого театров, а также первых частных драматических (театра под руководством К. Незлобина, Камерного театра, театра Ф. Корша) и музыкальных театров (&laquo;Театра &laquo;Аквариум&raquo;, театра &laquo;Омон&raquo;, Народного дома). Особенный интерес для специалистов и любителей искусства представляют &ndash; сцены из популярных спектаклей московских театров начала ХХ века</p>"
174,87,en,exibition,exibition,<p>exibition</p>
175,88,ru,«О музыке»: обзор современных журналов по музыке из фондов РГБИ ,"Вниманию слушателей  будут представлены периодические научно-популярные журналы «Музыкальная жизнь», «Музыкант-классик», «Музыкальный журнал», «Филармоник»,  а также газеты «Музыкальный клондайк», «Музыкальное обозрение» и «Играем с нами». ","<p>Вниманию слушателей&nbsp; будут представлены периодические научно-популярные журналы &laquo;Музыкальная жизнь&raquo;, &laquo;Музыкант-классик&raquo;, &laquo;Музыкальный журнал&raquo;, &laquo;Филармоник&raquo;, &nbsp;а также газеты &laquo;Музыкальный клондайк&raquo;, &laquo;Музыкальное обозрение&raquo; и &laquo;Играем с нами&raquo;. Некоторые журналы выходят много лет и завоевали стойкий читательский интерес. Авторами периодических изданий являются ведущие российские музыковеды и музыкальные критики, преподаватели вузов. Статьи сопровождаются большим количеством библиографических ссылок, что делает их ценными источниками информации для читателей - &nbsp;как специалистов, так&nbsp; и студентов.</p>"
176,88,en,magazine review,magazine review,<p>magazine review</p>
177,89,ru,Встреча клуба «Книга художника»,"Тема встречи – книги-посвящения. На заседании будут представлены книги, в основу которых положены поэтические произведения поэтов – Николая Гумилёва, Уильяма Батлера Йейтса, Андрея Ваганова. ","<p>Тема встречи &ndash; книги-посвящения. На заседании будут представлены книги, в основу которых положены поэтические произведения поэтов &ndash; Николая Гумилёва, Уильяма Батлера Йейтса, Андрея Ваганова.</p>
<p>Авторы работ &ndash; &nbsp;современные художники, представляющие разные регионы России: &nbsp;Александр Артамонов (Казань), Вера Аткарская (Москва), Юлия Ахмадеева (Мексика), Алексей Веселовский (Москва), Василий Власов (Москва), Сергей Воробьёв (Москва), Виктор Гоппе (Москва), Саша Грач (Чебоксары), Валерий Корчагин (Москва), Светлана Кочеткова (Москва), Кира Матиссен (Москва), Алексей Парыгин (С.&shy;Петербург), Михаил Погарский (Красногорск), Наталья Синёва (Москва), Сергей Смирнов (Москва), Игорь Улангин (Чебоксары).</p>"
178,89,en,club meeting,club meeting,<p>club meeting</p>
179,90,ru,Выездная выставка «Бал-маскарад в XIX веке»,Выставка  включает электронные копии цветных и черно-белых гравюр и литографий «модных картинок» с изображением костюмов для  популярных в Европе и России XIX столетия балов- маскарадов. ,"<p>Выставка <strong>&nbsp;включает </strong>электронные копии цветных и черно-белых гравюр и литографий &laquo;модных картинок&raquo; с изображением костюмов для&nbsp; популярных в Европе и России XIX столетия балов- маскарадов. В экспозицию вошли иллюстрации <em>Lamoureux </em>и <em>Leon Sault </em>(Франция), <em>Petit courrier des dames </em>(Франция), <em>Die Modenwelt </em>(Германия) и другие уникальные материалы из фондов РГБИ. Они интересны в смысле исторического познания как примеры продукции печатных мастерских.</p>"
180,90,en,exibition,exibition,<p>exibition</p>
181,91,ru,Презентация альбома-каталога «Самоварное дело России» ,Презентация альбома-каталога «Самоварное дело России» с участием автора-составителя С.П. Калиничева,"<p>Презентация альбома-каталога &laquo;Самоварное дело России&raquo; с участием автора-составителя С.П. Калиничева.</p>
<p>С.П. Калиничев &ndash; один из ведущих специалистов в области самоварного дела, коллекционер и реставратор, эксперт Министерства культуры РФ, соавтор популярной энциклопедии &laquo;Самовары России&raquo;.</p>
<p>Автор-составитель С.П. Калиничев и редактор Н.В. Григорьева расскажут о работе над проектом, поделятся своими знаниями об одном из знаменитых российских брендов-самоваре.</p>"
